BirthYear,Sex,LicenseYear,CarBrand,CarType,CarYear,CarEngine,EngineCap,CarValue,AssistanceYears,Accidents,NextAccident
1988,1,12.495,8,2,2011,1328,130,50500,4.4982,1,0
1984,0,17.7429,5,1,2005,1652,253,35200,9.8294,0,0
1995,0,0.3332,2,3,2006,1308,134,38350,0,2,0
1993,0,6.664,5,1,2007,1826,277,30100,5.2479,1,0
1989,1,8.1634,4,2,2008,1148,80,31750,2.9155,1,1
1961,1,27.5723,5,3,2011,1420,120,74600,18.1594,0,0
1978,0,20.4918,2,4,2013,1634,191,68950,8.4966,1,0
1979,1,9.0797,9,3,2013,1754,122,49500,2.4157,0,0
1984,0,11.8286,7,1,2011,2230,149,53800,10.6624,2,0
1978,1,15.6604,4,3,2010,1578,122,55250,6.1642,0,1
1969,1,24.8234,1,2,2011,1248,94,61600,4.4982,1,0
1995,1,0,9,2,2010,1432,135,47600,0,0,0
1974,1,9.2463,3,1,2013,1792,147,71400,3.6652,1,0
1995,0,3.6652,2,3,2003,1314,112,31050,3.2487,2,0
1990,1,11.4954,4,3,2010,1324,103,50350,10.0793,2,1
1956,1,24.9067,2,3,2007,1636,181,33050,14.6608,2,0
1947,1,26.9892,9,1,2013,1750,137,75450,16.1602,0,1
1988,0,7.0805,4,3,2008,1258,102,33000,3.1654,2,0
1980,1,17.9095,4,2,2012,1120,103,43750,1.5827,2,0
1964,1,19.2423,2,2,2008,1404,94,30600,10.7457,5,0
1974,1,16.9099,5,3,2011,1368,131,54350,5.6644,1,0
1960,1,19.0757,8,2,2009,1432,141,59800,10.829,1,0
1970,0,23.0741,2,3,2012,1438,107,46400,7.8302,0,0
1974,1,17.5763,7,3,2011,1604,153,70400,7.8302,0,0
1988,0,5.4145,1,2,2009,1396,93,51850,0.1666,0,0
1986,0,7.497,1,2,2007,2036,137,35050,4.2483,0,0
1988,1,4.3316,4,3,2011,1190,86,52800,0.4998,1,0
1993,1,4.8314,7,2,2013,1420,114,55450,1.8326,0,0
1995,0,5.831,7,2,2012,1606,180,50500,4.3316,2,0
1988,1,8.1634,5,3,2005,1532,116,33200,3.1654,1,0
1989,0,7.497,5,4,2013,2028,169,64050,3.9151,1,1
1992,1,3.5819,2,4,2013,1856,167,48800,1.3328,1,0
1972,1,28.8218,1,2,2011,1326,115,48450,10.7457,0,0
1977,0,8.8298,4,1,2012,2048,156,44900,5.4978,3,0
1986,1,7.9968,3,2,2010,1448,113,62950,4.8314,0,0
1981,1,18.4926,3,2,2010,1496,125,73000,4.165,0,0
1983,1,13.0781,4,2,2013,1434,125,61750,3.332,2,0
1991,1,10.3292,2,3,2007,1812,153,33100,5.7477,3,1
1979,1,10.2459,8,4,2012,2082,130,58550,4.2483,0,0
1974,1,7.3304,9,3,2011,1264,122,44300,5.4145,1,0
1972,1,28.4886,8,2,2012,1546,142,61250,22.8242,1,0
1993,0,4.3316,8,3,2001,1352,126,34100,1.8326,1,0
1988,1,9.4129,2,2,2013,1420,131,59700,4.998,2,0
1992,0,8.4133,1,3,2013,1634,181,58350,5.2479,0,0
1989,1,10.1626,5,1,2005,1616,200,33200,3.9151,0,0
1992,0,3.9151,6,1,2013,2020,236,52300,2.1658,1,0
1970,0,14.8274,3,4,2013,1708,168,54350,6.4141,2,0
1989,0,8.5799,3,2,2010,1436,97,52050,7.7469,1,0
1990,0,3.332,8,1,2010,1878,146,47500,1.1662,0,0
1988,1,11.7453,1,3,2013,1576,132,41600,11.0789,1,0
1988,0,3.5819,4,2,2009,1396,126,55400,2.2491,0,0
1960,0,2.9988,5,3,2006,1532,101,37000,2.5823,0,0
1991,1,1.4161,1,1,2011,1670,145,58350,1.4161,0,0
1968,1,22.9908,2,2,2013,1134,105,43450,0.7497,0,0
1975,1,13.328,3,3,2007,1526,131,31800,9.163,2,0
1980,1,3.4153,6,1,2001,1834,153,31650,1.9159,1,0
1966,1,26.1562,4,4,2013,1610,146,50450,20.2419,1,0
1987,1,13.2447,2,2,2010,1712,284,67200,9.9127,0,0
1983,0,6.9972,2,2,2010,1402,105,45750,2.0825,1,0
1986,0,8.8298,9,3,2011,1992,175,44700,4.6648,1,0
1971,1,8.2467,9,4,2011,2116,221,65000,3.1654,2,0
1995,0,3.4153,9,2,2007,1308,128,32350,0.6664,0,1
1986,1,9.7461,9,2,2000,1496,145,31800,5.2479,3,0
1978,1,12.7449,4,1,2013,1844,220,61250,8.2467,0,0
1994,0,3.5819,1,4,2008,1942,156,33750,2.2491,1,1
1979,0,4.4982,9,4,2011,1900,130,49150,1.5827,0,0
1988,1,6.4141,2,1,2012,1680,229,40050,3.9151,1,0
1985,0,5.831,4,3,2012,1528,115,43450,2.7489,1,0
1973,0,25.823,2,2,2007,1448,113,32250,16.1602,1,0
1991,1,5.7477,2,2,2009,1634,120,52450,3.4986,1,0
1974,1,18.0761,2,3,2010,1222,112,76550,11.1622,1,0
1991,1,8.5799,4,2,2008,1500,114,38300,0.9996,0,0
1982,1,13.9944,3,2,2010,1746,251,67400,8.4133,0,0
1981,1,12.3284,2,2,2004,1400,92,34050,6.9139,1,0
1972,0,19.992,5,2,2012,1558,97,75500,17.9095,1,0
1988,0,3.4153,3,3,2011,1134,92,48350,0.9163,0,0
1985,0,11.5787,1,2,2006,1536,141,30850,8.33,1,1
1995,0,2.1658,6,3,2004,1288,94,33200,0.833,0,0
1989,1,6.9972,4,2,2013,1312,126,55200,6.664,0,0
1952,0,41.65,1,3,2013,1320,115,44700,0.7497,0,0
1972,0,6.4974,8,2,2010,1570,99,53500,4.998,1,0
1970,1,20.4918,1,3,2013,1674,213,58350,10.2459,3,0
1975,0,3.5819,1,3,2010,1538,131,63500,2.9988,3,0
1971,0,7.3304,4,2,2006,1406,131,34000,3.4153,2,0
1970,1,22.6576,3,2,2007,1660,234,34400,9.6628,0,0
1991,1,3.7485,2,1,2012,1970,179,57400,3.5819,0,0
1975,1,19.5755,3,3,2010,1474,105,51500,7.1638,0,0
1987,1,8.4133,1,2,2013,1156,94,48800,5.9143,0,0
1971,0,20.2419,5,3,2009,1190,105,68550,17.6596,0,0
1986,1,10.7457,3,3,2008,1568,103,34350,5.9976,2,0
1981,1,11.3288,5,3,2005,1794,246,34850,11.0789,1,0
1976,0,20.5751,9,3,2011,1414,127,48850,6.7473,2,0
1963,1,21.9079,8,1,2008,1872,140,32050,6.3308,1,0
1970,1,15.6604,3,3,2004,1478,107,30000,15.4105,1,0
1988,0,2.499,1,4,2007,1914,264,33500,2.1658,1,0
1968,1,24.3236,5,3,2007,1268,95,37350,15.7437,1,1
1983,0,10.9956,8,3,2011,1274,140,70900,5.4145,1,0
1991,1,6.4974,3,3,2011,1158,89,54100,5.6644,1,0
1989,1,8.33,4,2,2008,1486,148,35250,3.9984,1,0
1984,1,13.9944,9,3,2013,1696,120,43200,7.8302,1,0
1990,1,6.664,3,2,2012,1282,124,56850,5.1646,0,0
1994,0,1.7493,1,3,2010,1346,134,62200,0.0833,3,0
1985,1,16.5767,8,3,2008,1238,112,31500,13.9111,1,0
1987,0,0.4998,4,3,2008,1562,120,33300,0,0,0
1975,1,25.5731,8,1,2010,2030,336,44650,12.5783,1,0
1990,1,6.2475,7,2,2011,1326,92,61850,2.5823,0,0
1988,1,5.4145,4,3,2009,1594,122,48400,4.5815,0,1
1981,1,15.7437,3,3,2013,1716,140,56450,8.33,0,0
1981,0,13.0781,3,1,2013,2236,216,55900,7.6636,0,0
1960,0,27.1558,2,2,2013,1874,233,42450,13.1614,3,0
1979,0,13.9111,2,2,2006,1320,133,30550,3.6652,0,0
1981,0,11.662,1,1,2004,1872,183,34500,10.0793,1,0
1947,1,21.9912,3,2,2012,1340,124,50250,11.0789,1,0
1969,1,21.8246,5,4,2012,1936,156,62700,6.0809,1,0
1991,0,8.1634,4,3,2007,1122,96,31600,2.5823,1,0
1975,1,21.2415,5,3,2012,1642,136,53950,12.4117,0,0
1971,1,17.9928,8,2,2007,1602,154,33900,14.2443,0,0
1963,0,17.493,2,4,2009,1874,233,52500,15.827,0,0
1967,0,13.0781,2,4,2011,1698,128,53250,3.7485,0,0
1967,1,21.2415,9,3,2010,1548,137,50150,8.5799,0,0
1973,1,17.9928,5,2,2004,1312,122,35950,7.4137,0,0
1961,0,26.5727,8,2,2008,1280,96,34850,3.0821,0,1
1971,1,25.9063,4,1,2012,2034,119,77500,19.7421,0,0
1977,1,13.6612,9,1,2009,1646,172,62650,6.7473,0,0
1971,1,15.9936,4,3,2007,1166,89,31650,13.8278,1,0
1989,1,9.4962,9,1,2011,2002,212,69300,1.666,0,0
1993,1,1.1662,5,4,2007,2232,121,34100,0.833,2,0
1988,1,9.0797,4,2,2012,1232,113,49250,4.998,1,0
1995,0,1.7493,7,2,2005,1114,92,32500,0.833,2,0
1978,0,10.9956,1,1,2008,1686,274,32150,1.7493,0,1
1991,1,7.0805,5,2,2013,1604,240,63350,2.6656,0,0
1990,0,4.2483,3,1,2009,1880,144,48750,2.6656,0,0
1978,1,5.831,3,3,2010,1426,116,57000,4.7481,4,0
1983,1,9.3296,5,2,2011,1918,127,68100,7.6636,2,0
1972,1,23.8238,8,2,2007,1980,139,34750,19.2423,0,0
1973,1,22.0745,4,3,2001,1450,136,35000,0,1,0
1991,1,2.6656,4,4,2010,1696,257,67100,0.7497,2,1
1987,1,9.996,3,4,2010,1700,173,71800,4.4149,2,0
1972,1,6.5807,3,3,2012,1134,79,76650,1.4994,1,0
1983,0,11.7453,4,3,2013,1204,125,54100,6.2475,1,0
1972,1,6.2475,5,3,2009,1654,151,79750,3.7485,0,0
1980,1,9.163,3,3,2011,1716,228,50500,2.1658,0,1
1985,1,9.9127,2,2,2011,1436,139,65400,5.7477,2,0
1990,1,6.1642,3,3,2011,1466,107,43450,1.4994,2,0
1970,1,23.1574,2,2,2012,1100,86,46450,2.8322,3,0
1983,0,11.4121,9,4,2009,1754,136,73000,6.0809,2,0
1972,0,17.8262,9,2,2013,1950,121,57050,5.4978,0,0
1958,0,37.4017,1,3,2011,1700,180,43200,23.2407,2,0
1962,1,11.1622,4,3,2010,1134,84,46850,6.7473,0,1
1985,0,13.4946,7,2,2004,1158,91,35600,10.6624,1,0
1968,0,19.3256,7,1,2010,1622,116,66050,8.4133,0,0
1979,0,17.0765,2,1,2006,1934,122,30300,5.2479,0,0
1978,1,7.7469,3,3,2013,1510,149,49750,2.8322,2,0
1981,0,13.328,9,2,2004,1506,106,39750,11.2455,1,0
1984,1,15.6604,1,2,2013,1642,163,53550,13.9111,1,0
1974,1,5.7477,4,3,2005,1202,136,34100,1.9159,1,1
1974,0,23.4073,2,4,2013,1850,167,51550,9.5795,1,0
1990,0,4.998,5,4,2010,1918,197,48700,2.0825,1,0
1959,1,31.0709,5,2,2010,1840,138,72600,9.996,2,1
1971,1,20.5751,4,2,2009,1148,84,60500,15.3272,0,0
1980,0,13.4113,7,2,2013,1576,121,51800,1.5827,0,0
1970,1,30.2379,8,3,2010,1496,146,77300,16.4934,1,0
1983,1,10.9123,9,2,2007,1612,168,34100,4.998,2,0
1978,1,17.9095,4,1,2008,1816,139,32450,8.2467,1,0
1987,1,7.4137,2,1,2010,1770,129,53250,6.8306,0,1
1987,1,10.4958,3,2,2011,1318,95,66350,0.833,0,0
1961,1,9.3296,4,3,2011,1350,108,68400,6.2475,2,0
1993,0,1.1662,6,2,2013,1244,111,68200,0.7497,1,0
1978,1,4.4982,1,1,2013,1664,248,63000,3.332,0,0
1952,0,15.9103,7,2,2011,1270,95,55700,0.0833,0,0
1960,0,20.7417,3,2,2012,1996,150,53100,9.7461,0,0
1966,1,15.7437,9,2,2008,1906,278,34150,3.5819,0,0
1965,1,20.5751,2,3,2008,1130,103,34750,12.9948,0,0
1954,0,19.7421,9,2,2011,1610,170,54450,4.5815,2,1
1987,1,5.831,8,2,2009,1802,137,42200,0.9163,0,0
1994,0,5.4978,3,3,2009,1350,122,73300,4.5815,1,0
1990,1,7.7469,4,2,2013,1384,91,51950,1.7493,2,0
1994,1,6.664,4,2,2009,1392,104,68250,5.9143,2,0
1993,1,1.1662,8,4,2011,1770,169,49050,0.833,3,0
1984,0,17.1598,5,4,2012,1922,262,40750,6.3308,2,1
1976,1,24.3236,2,2,2008,1394,140,31650,12.9948,1,0
1987,1,6.2475,2,3,2004,1166,75,32800,2.3324,1,0
1983,1,13.7445,4,3,2005,1182,90,33850,6.5807,0,0
1991,0,7.7469,1,3,2013,1494,113,65350,6.5807,2,1
1991,0,5.9976,4,3,2010,1470,127,53300,0.833,1,1
1978,1,14.2443,3,2,2009,1574,97,60100,5.7477,0,1
1989,0,8.7465,9,1,2012,1994,217,64150,3.5819,1,0
1967,0,24.0737,1,1,2012,1932,237,66250,9.5795,2,0
1983,0,15.1606,8,3,2011,1664,125,63250,4.998,0,0
1958,1,33.32,7,3,2013,1306,128,58450,8.9131,3,0
1977,1,16.7433,4,2,2006,1310,101,34000,7.4137,0,0
1950,1,16.3268,3,1,2008,1926,205,34050,9.2463,2,0
1976,1,22.1578,3,3,2013,1756,169,65200,15.827,1,0
1973,1,14.5775,4,3,2013,1286,134,47000,3.332,0,0
1974,0,13.6612,3,1,2012,1780,171,58650,2.4157,0,0
1971,0,20.2419,2,2,2013,1290,118,58850,16.5767,0,0
1992,1,6.9139,1,3,2005,1612,112,32000,3.9151,0,1
1967,0,12.6616,5,4,2012,1662,324,45700,6.4141,0,0
1954,1,38.4846,1,2,2006,1186,80,33100,23.7405,1,0
1946,1,39.9007,8,2,2012,1232,137,50950,22.5743,0,0
1946,1,38.9011,3,3,2013,1416,118,72250,27.6556,2,1
1987,1,7.6636,2,3,2007,1542,138,33500,3.4153,2,0
1972,0,14.6608,1,1,2013,1940,119,58650,13.9111,0,0
1966,0,19.4922,2,3,2006,1420,91,31850,4.4149,0,0
1972,1,20.5751,2,2,2007,1570,120,34300,3.7485,0,0
1973,1,9.3296,9,2,2003,1464,101,33200,1.4161,3,0
1973,1,16.0769,4,3,2011,1266,91,68950,14.7441,0,0
1995,1,3.0821,2,2,1999,1236,108,34250,0.6664,2,0
1972,0,20.9083,1,3,2012,1606,157,62500,12.9948,2,0
1962,0,29.3216,2,1,2012,2098,198,74950,26.5727,0,0
1983,1,13.4946,8,3,2013,1744,233,51550,2.2491,1,1
1965,1,17.9095,1,3,2009,1566,128,68400,10.6624,1,0
1992,1,3.1654,8,1,2009,1802,170,42400,0.4998,1,1
1991,1,7.497,4,3,2001,1216,99,31700,7.4137,1,0
1989,0,6.1642,1,3,2012,1508,133,67050,3.1654,0,0
1966,1,31.4041,5,2,2012,1106,87,65800,4.4982,2,0
1989,1,9.8294,4,3,2003,1446,105,34550,6.664,1,1
1982,0,12.7449,5,4,2011,1914,144,55100,3.1654,1,0
1976,0,5.9976,3,2,2008,1204,133,33000,2.9155,0,0
1969,1,17.7429,1,1,2010,1836,223,66550,5.6644,1,0
1978,0,13.5779,5,1,2001,1972,189,35750,7.7469,1,0
1990,1,10.0793,2,4,2004,1620,138,31400,4.0817,0,1
1966,0,17.0765,8,3,2008,1546,116,34300,15.3272,3,0
1989,0,9.8294,2,3,1997,1706,113,33450,1.8326,0,0
1972,0,27.9055,4,1,2010,2026,143,48600,12.495,1,1
1973,1,13.6612,3,3,2006,1158,77,37100,9.5795,1,0
1976,0,8.8298,1,4,2012,2070,209,49350,6.4974,1,0
1986,1,15.0773,1,2,2009,1620,114,61050,7.3304,1,0
1972,1,17.9095,1,3,2005,1464,138,31150,6.7473,3,0
1980,0,15.4105,1,1,2012,2052,131,53500,8.4966,1,0
1970,0,30.3212,2,1,2008,2272,339,35300,13.2447,3,0
1969,1,16.0769,4,3,2011,1136,98,58850,2.0825,1,0
1965,1,24.3236,2,2,2005,1424,95,31050,5.1646,2,0
1974,0,6.0809,2,4,2012,1616,232,50000,4.7481,0,1
1986,1,5.6644,3,3,2008,1604,194,31200,3.4153,0,0
1985,1,11.2455,3,1,2012,1698,147,41200,3.8318,0,0
1977,0,23.6572,1,3,2010,1286,144,69100,13.0781,0,0
1993,0,4.3316,9,3,2009,1266,132,41350,0.7497,0,0
1947,0,12.4117,1,3,2011,1784,177,53300,3.5819,0,0
1961,1,13.5779,2,3,2012,1264,138,64600,10.9123,1,0
1972,1,21.9079,3,3,2013,1536,110,65950,11.3288,2,1
1976,0,25.1566,2,3,2005,1514,146,37600,4.998,1,0
1984,1,9.163,8,3,2010,1238,126,55800,3.332,2,0
1983,1,15.4938,3,3,2011,1634,238,58550,5.5811,1,0
1981,0,19.992,5,2,2013,1494,92,51500,15.1606,0,0
1964,0,16.9099,3,1,2008,1854,180,33650,15.0773,0,0
1982,1,8.4966,8,3,2008,1394,121,34250,4.2483,3,0
1992,0,5.4145,9,4,2012,1628,176,59200,0.833,3,0
1980,1,20.7417,5,3,2012,1348,119,58050,14.5775,1,0
1955,1,28.9051,9,4,2002,1966,152,33250,6.9139,1,1
1990,1,8.5799,3,2,2008,1326,134,37300,1.7493,2,0
1976,1,11.9119,4,1,2013,2008,189,43000,5.3312,2,0
1987,1,6.5807,5,3,2010,1616,254,52600,5.1646,0,1
1974,1,15.2439,9,2,2013,1788,169,41750,6.9972,0,0
1962,1,32.9868,5,2,2008,1802,194,35150,11.9952,0,0
1987,1,7.4137,4,3,2012,1368,126,42900,5.1646,0,0
1994,1,4.4149,8,2,2013,1470,91,62000,2.1658,0,0
1988,1,11.4954,1,3,2009,1200,128,63500,8.7465,1,0
1977,0,11.2455,3,1,2009,1892,182,66950,2.499,2,0
1982,0,12.5783,1,4,2003,1884,258,30600,8.33,2,0
1975,0,7.9968,3,4,2002,1928,221,34050,6.0809,1,0
1990,0,8.4966,1,3,2009,1240,111,65400,3.2487,0,0
1993,1,5.6644,2,3,2010,1352,126,52500,4.7481,0,1
1979,0,17.2431,5,2,2011,1408,105,47000,13.6612,0,0
1987,1,3.8318,7,3,2013,1460,93,55950,1.3328,2,0
1976,1,20.825,2,3,2009,1716,161,46650,6.3308,0,0
1980,1,17.9095,2,2,2007,1220,128,34400,11.4121,2,0
1994,1,3.1654,8,4,2011,2120,152,54650,1.3328,1,0
1978,0,10.7457,7,4,2013,1690,116,75250,2.0825,2,0
1994,1,5.1646,3,2,2013,1172,84,55700,4.4149,1,0
1969,1,31.654,8,3,2013,1532,120,50000,5.7477,0,1
1977,1,20.6584,9,3,2013,1790,129,59850,5.3312,2,1
1989,1,10.6624,3,2,2006,1754,147,32650,4.3316,1,0
1968,0,15.7437,9,3,2008,1198,76,37750,4.165,0,1
1969,1,19.4089,2,2,2004,1642,230,33700,13.8278,0,0
1989,1,4.8314,8,3,2008,1354,132,35850,2.6656,1,1
1991,0,10.3292,3,1,2008,1790,196,31050,0.833,2,0
1970,1,31.3208,3,3,2008,1316,93,32550,19.9087,1,0
1989,1,4.7481,2,4,2013,1798,193,71400,3.4153,3,0
1983,1,11.0789,9,3,2012,1518,101,40200,6.3308,1,0
1970,0,23.9071,3,4,2013,1958,207,61050,8.4966,2,0
1981,1,13.7445,2,2,2007,1342,104,33500,5.6644,0,1
1993,0,2.9988,8,1,2011,1696,136,67950,0.9996,1,0
1980,1,16.2435,3,2,2004,1442,98,31850,5.4978,1,1
1984,1,10.7457,3,3,2012,1128,77,56450,1.1662,2,0
1987,1,8.8298,8,2,2005,1222,112,35150,7.9968,0,0
1988,0,5.6644,1,1,2012,2246,136,50350,2.6656,4,0
1962,0,22.0745,7,2,2009,1354,104,67450,7.497,0,0
1984,0,5.3312,1,1,2010,1662,170,55800,2.2491,2,0
1957,0,25.2399,8,2,2009,1920,205,64100,5.0813,2,1
1989,0,4.6648,4,2,2012,1930,148,66050,1.9159,0,1
1994,0,4.8314,5,4,2005,1648,225,33800,1.4994,1,1
1984,1,7.497,3,2,2011,1414,149,41800,3.2487,0,0
1979,0,10.3292,1,4,2013,1704,149,56550,4.6648,2,1
1978,0,18.4926,4,3,2008,1362,141,30150,16.2435,0,0
1990,1,8.1634,4,3,2010,1568,133,50650,4.3316,3,0
1995,1,4.3316,9,3,2009,1418,97,44550,2.1658,2,0
1979,1,5.9976,1,3,2007,1506,95,35200,2.7489,1,1
1990,0,5.0813,3,3,2007,1580,134,34850,4.5815,1,0
1989,0,6.9972,8,3,2005,1382,137,33350,4.4149,1,0
1985,0,9.7461,1,1,2012,2180,151,50600,8.33,0,0
1982,1,14.994,5,2,2012,1134,76,45200,7.9968,2,0
1987,1,8.33,8,3,2012,1364,123,47800,3.1654,0,0
1993,0,5.6644,1,4,2005,1982,153,34500,3.2487,1,0
1972,1,0,7,4,2012,1732,204,53900,0,0,0
1969,0,24.5735,1,3,2013,1228,96,61700,12.9115,0,0
1990,1,10.4125,3,2,2012,1152,93,60750,0.4165,1,0
1969,0,23.4906,2,1,2012,2122,197,41900,13.7445,0,1
1993,1,6.4974,3,1,2013,1682,145,73650,1.1662,1,0
1964,1,24.4069,9,3,2006,1670,172,32950,17.4097,0,1
1995,1,4.9147,5,2,2004,1648,222,33450,3.4153,1,0
1990,1,3.8318,2,1,2012,1934,149,59050,3.5819,2,1
1988,1,9.0797,2,4,2011,2004,160,62300,4.9147,1,0
1975,1,10.6624,3,4,2012,1620,166,42550,3.5819,0,1
1976,1,10.2459,1,3,2006,1430,109,32150,9.9127,0,0
1969,1,14.2443,3,3,2004,1518,113,30550,9.6628,3,0
1995,1,1.9992,6,3,2006,1336,123,33650,0.4998,1,0
1994,1,7.8302,4,1,2012,2398,147,53450,3.4153,0,0
1993,1,5.9143,3,3,2011,1344,98,62450,2.1658,0,0
1995,1,3.9984,3,3,2005,1674,139,32550,3.2487,0,1
1966,1,15.1606,5,3,2009,1450,129,44050,11.0789,2,0
1995,1,3.332,4,3,2010,1594,130,60200,1.2495,2,0
1988,0,4.8314,6,4,2013,1774,112,41700,4.7481,1,0
1975,1,23.4073,1,3,2008,1592,122,33250,14.161,1,0
1956,1,12.495,2,2,2013,1818,123,68650,6.2475,0,0
1965,0,26.5727,9,3,2004,1506,102,35750,12.9948,1,0
1984,1,8.4966,8,3,2011,1198,84,73350,7.6636,0,0
1951,1,28.9051,2,1,2012,2004,147,48900,23.4906,2,0
1994,1,0.833,6,1,2010,1964,188,55600,0.3332,0,0
1980,1,11.7453,1,3,2008,1272,118,35450,0.9996,0,0
1995,0,4.0817,2,2,2012,1400,145,67200,1.3328,5,0
1985,0,16.66,3,1,2006,1932,210,33400,11.5787,1,0
1990,0,8.2467,1,1,2007,1734,160,37100,5.5811,2,0
1971,1,28.322,8,2,2004,1742,215,33100,13.1614,1,1
1972,1,0.4165,9,4,2013,2196,163,49750,0.1666,3,0
1988,0,10.4125,1,3,2011,1144,89,58000,5.9976,1,0
1990,1,7.9135,8,2,2000,1554,107,35650,4.0817,1,1
1988,1,9.3296,5,3,2000,1244,117,35850,8.7465,1,0
1975,0,13.7445,3,2,2011,1698,149,58250,6.664,0,0
1986,0,4.8314,6,1,2011,1776,190,54950,2.3324,2,1
1995,1,3.4153,3,2,2004,1250,92,30100,2.5823,0,1
1983,1,14.0777,9,2,2011,1560,128,70150,6.5807,2,0
1966,1,21.5747,5,2,2012,1148,92,71950,8.0801,1,0
1973,0,20.3252,2,3,2011,1288,102,58300,17.7429,1,0
1982,1,18.2427,4,2,2008,1802,282,36450,12.2451,0,1
1947,0,23.6572,4,4,2008,1968,152,33650,22.491,0,0
1973,0,17.3264,7,3,2009,1318,107,64050,6.9139,1,1
1979,1,14.3276,8,2,2005,1480,103,33400,6.2475,2,1
1986,1,10.6624,5,3,2007,1812,214,31450,0.4165,1,0
1990,1,7.0805,9,2,2009,1640,130,70300,3.8318,1,0
1979,0,12.3284,9,2,2010,1650,175,64350,6.3308,0,0
1985,1,3.8318,4,3,2008,1376,96,32950,2.9155,1,0
1986,1,11.4121,4,2,2013,1178,85,45150,9.4129,1,1
1988,1,3.4986,2,3,2010,1190,90,70500,1.2495,1,0
1992,0,5.6644,6,2,2011,1512,140,55550,3.5819,0,0
1984,1,15.1606,4,3,2012,1384,97,54750,6.8306,2,0
1994,0,4.5815,9,2,2013,1396,96,63450,2.1658,1,0
1951,0,40.1506,2,3,2013,1268,119,58600,33.9864,0,0
1993,1,5.4978,3,3,2009,1446,148,41500,2.5823,0,0
1977,1,21.658,4,4,2012,2172,260,74600,11.4954,0,0
1959,0,27.5723,7,2,2012,1988,129,65350,8.2467,1,0
1989,0,4.4982,8,4,2013,1726,262,57000,0.5831,2,0
1955,1,35.4858,4,4,2012,2306,126,63000,13.6612,1,1
1982,1,17.493,8,1,2012,1732,135,61800,5.831,3,0
1957,0,10.1626,3,3,2011,1158,93,46300,3.4153,1,0
1979,1,6.7473,1,2,2012,1304,101,70400,2.5823,0,0
1983,1,14.7441,5,3,2011,1256,131,41100,6.8306,0,0
1984,0,11.9952,2,2,2009,1168,91,52500,7.6636,0,0
1982,1,13.2447,5,3,2009,1234,121,50550,10.4958,3,0
1979,0,7.1638,2,2,2010,1506,131,60600,3.7485,0,0
1977,1,10.5791,8,3,2011,1470,105,69100,5.0813,1,0
1973,1,23.4906,2,2,2012,1148,95,63050,6.5807,2,0
1990,0,11.3288,9,4,2011,1650,126,47750,6.4974,1,0
1962,0,28.9884,4,4,2012,2092,169,63050,18.9924,2,0
1972,1,15.2439,4,3,2011,1560,118,51150,9.2463,2,0
1988,0,2.2491,3,2,2013,1444,94,60150,1.5827,0,0
1991,1,7.497,3,3,2011,1628,160,75700,5.3312,0,0
1989,0,4.3316,1,2,2012,1296,96,53600,0.5831,1,1
1987,1,9.4962,5,2,2011,1214,137,61000,1.4994,3,0
1956,0,36.4021,8,3,2006,1398,100,33200,10.3292,1,0
1983,0,14.4942,2,1,2013,1838,196,59950,2.3324,0,0
1974,1,9.0797,1,2,2011,1796,126,58650,6.7473,2,0
1993,1,6.1642,5,3,2013,1342,102,47950,3.8318,3,0
1990,1,8.8298,1,3,2012,1468,93,55650,2.8322,1,0
1983,1,8.1634,4,3,2013,1250,141,52400,6.0809,1,0
1980,1,9.3296,1,3,2010,1466,114,50300,5.4978,0,0
1977,1,11.9952,2,2,2006,1586,124,32400,5.4145,1,0
1984,0,17.0765,3,1,2011,1644,288,55650,2.5823,2,0
1991,1,6.4141,1,3,2007,1384,107,33450,1.7493,1,1
1976,1,5.2479,3,2,2013,1204,122,66600,3.0821,0,0
1986,0,14.161,3,2,2012,1100,99,68950,6.9139,3,0
1956,1,44.3989,4,3,2004,1492,139,33350,24.7401,0,1
1986,1,8.9964,5,2,2009,1514,108,78100,0.4998,4,0
1974,1,11.662,3,2,2010,1458,146,69100,9.6628,0,0
1978,0,12.8282,4,3,2009,1664,218,56200,8.5799,1,0
1995,0,4.9147,2,2,2006,1280,145,31900,1.3328,2,0
1961,0,26.9892,3,2,2013,1360,132,43400,12.495,4,0
1975,1,24.3236,5,3,2006,1264,91,30700,14.2443,2,0
1995,0,5.4145,1,1,2011,2174,143,76500,4.165,0,0
1988,1,7.1638,4,3,2010,1870,250,51150,5.4145,3,0
1971,0,19.0757,5,2,2009,2252,230,54250,14.161,2,0
1967,0,24.5735,3,1,2011,1878,126,61100,13.5779,0,0
1994,0,3.9151,5,3,2009,1598,115,50200,0.5831,1,0
1991,1,3.4986,2,1,2008,1608,154,31200,0.3332,1,1
1962,0,27.5723,7,1,2003,2122,163,31900,27.3224,2,0
1986,1,8.2467,4,4,2007,1740,184,32550,4.9147,0,0
1992,1,5.831,2,3,2012,1378,130,51800,3.0821,1,0
1950,0,32.8202,4,2,2011,1218,117,60950,22.5743,2,0
1946,1,12.1618,2,1,2009,1892,140,57400,0.4998,3,0
1986,0,15.4938,2,4,2005,1820,204,30850,3.4153,0,0
1991,1,4.4982,3,2,2009,1524,130,61050,1.9159,0,0
1990,1,8.9964,4,2,2002,1792,166,36100,8.33,2,0
